Temperature,Volume,F,Debye Temperature,B,E,alpha,Cv,Cp
43.0,277.1792953827395,-19.188728000494592,,86.77831924071172,458.9357595029377,4.121348978051391e-07,0.5621793757662481,0.5621950531491093
44.0,277.1794123062879,-19.18872814838348,,86.77816742935596,458.93495663350586,4.414694126992595e-07,0.6021928031009965,0.6022112099591612
45.0,277.1795374846345,-19.188728306699115,,86.77800490048936,458.9340970834537,4.721372742788787e-07,0.644024832444644,0.6440463639416227
46.0,277.1796711899255,-19.188728475917987,,86.77783130083935,458.93317898446395,5.041607948626704e-07,0.6877058775100009,0.6877309744312547
47.0,277.1798180230381,-19.18872865652649,,86.77764065684637,458.93217074477366,5.37560860172577e-07,0.7332643682273506,0.7332935208002157
48.0,277.17996596043514,-19.188728849020745,,86.77744857960711,458.9311549252181,5.723564841192226e-07,0.7807263174531316,0.7807600692946781
49.0,277.18012366420766,-19.188729053906435,,86.77724382259576,458.93007204742855,6.085652465145211e-07,0.8301156119747273,0.8301545642309971
50.0,277.1803037541961,-19.18872927169856,,86.77701000084528,458.92883545787964,6.462029788084305e-07,0.8814536936105457,0.8814985092163691
51.0,277.1804736699278,-19.18872950292121,,86.77678938966609,458.92766873374904,6.852827366942952e-07,0.9347586654254988,0.9348100733744646
52.0,277.180679484617,-19.18872974810733,,86.77652216977759,458.9262555148303,7.258169885552407e-07,0.9900470240339492,0.9901058240040354
53.0,277.1808758956044,-19.188730007798412,,86.77626716015531,458.9249068711172,7.67814308979497e-07,1.047330922735838,1.0473979894156906
54.0,277.18110046916877,-19.188730282544217,,86.77597558687461,458.9233648568652,8.112827513916231e-07,1.1066208797013855,1.1066971676035307
55.0,277.1813247920553,-19.188730572902443,,86.77568434027334,458.92182457028986,8.562267151017609e-07,1.1679232003010578,1.1680097482059004
56.0,277.1815582520847,-19.188730879438406,,86.77538123187394,458.92022155141706,9.026491235157403e-07,1.2312417260592181,1.231339661780581
57.0,277.18181127192383,-19.18873120272466,,86.7750527298505,458.91848423584173,9.505506572242992e-07,1.296577196140521,1.2966877411931803
58.0,277.1820799583429,-19.188731543340648,,86.7747038892019,458.9166393574273,9.999293246636529e-07,1.363926893381496,1.364051367540583
59.0,277.182364471219,-19.188731901872288,,86.77433450266281,458.9146858200305,1.0507809068632241e-06,1.4332850060470315,1.433424831923999
60.0,277.18266295277436,-19.18873227891159,,86.77394698251459,458.9126363812409,1.1030988135179785e-06,1.504642519748336,1.5047992272576114
61.0,277.18297674705065,-19.188732675056233,,86.77353958409753,458.91048181425236,1.1568742633075678e-06,1.5779873783174545,1.5781626090713343
62.0,277.1832888271959,-19.188733090909132,,86.77313441348751,458.9083390292426,1.212095624184959e-06,1.6533039757158106,1.6534994871190016
63.0,277.1836287161819,-19.188733527078007,,86.77269314160193,458.90600531905176,1.26875059592354e-06,1.7305749377718536,1.7307926074967395
64.0,277.18399276962543,-19.18873398417493,,86.77222050051574,458.90350570972817,1.3268237114194315e-06,1.809779146514667,1.8100209761870238
65.0,277.18437272112664,-19.188734462815876,,86.77172722280368,458.9008969615591,1.3862972443652033e-06,1.8908925117815616,1.891160630644098
66.0,277.1847568608693,-19.188734963620266,,86.77122851118263,458.89825947562275,1.4471512966948745e-06,1.9738880867731456,1.9741847551184044
67.0,277.18514251321056,-19.188735487210497,,86.77072783940024,458.89561162317847,1.5093643666316797e-06,2.0587365696567774,2.0590641821722104
68.0,277.1855760981326,-19.188736034211498,,86.77016494359677,458.892634692819,1.5729152171521352e-06,2.145407834310886,2.1457689238430753
69.0,277.18601179358365,-19.18873660525024,,86.76959931239253,458.889643296021,1.637777112751409e-06,2.233866408289734,2.2342636473041098
70.0,277.1864739576078,-19.1887372009553,,86.7689993239977,458.8864701978084,1.7039246292587525e-06,2.3240769385142928,2.3245131426023464
71.0,277.1869624519681,-19.18873782195637,,86.7683651587559,458.88311635194646,1.7713298272593348e-06,2.4160012119538767,2.41647934167627
72.0,277.1874491124648,-19.18873846888383,,86.76773337996302,458.8797751270565,1.839961985299787e-06,2.5095980179336648,2.5101211800875696
73.0,277.18795192804856,-19.188739142368284,,86.76708063476103,458.87632301922986,1.909791245194768e-06,2.604826077992907,2.605397528074526
74.0,277.18848772133606,-19.188739843040118,,86.76638508526648,458.8726445366509,1.980786619945065e-06,2.7016425318383583,2.702265675393817
75.0,277.18905964089697,-19.188740571529053,,86.76564264544956,458.8687180699454,2.0529154164289323e-06,2.8000025509680184,2.8006809442775746
76.0,277.1896256490985,-19.18874132846373,,86.76490788725191,458.8648322282462,2.1261414652921025e-06,2.8998580367365174,2.9005953860782014
77.0,277.19020605278564,-19.188742114471278,,86.76415444971022,458.8608475989811,2.200431041085103e-06,3.0011622903970743,3.001962453973996
78.0,277.19083193541445,-19.188742930176918,,86.76334198383817,458.8565507925284,2.275750439319794e-06,3.1038681690610246,3.1047351575168447
79.0,277.1914702304307,-19.188743776203548,,86.76251341501985,458.8521688240453,2.3520615945587602e-06,3.2079247714816543,3.2088627454094785
80.0,277.1921089281552,-19.188744653171366,,86.76168433327697,458.8477841429096,2.429326982020018e-06,3.313281297223061,3.3142945669777744
81.0,277.1927869351734,-19.188745561697502,,86.76080423562385,458.84312965906616,2.5075118261660253e-06,3.4198887769653212,3.4209818037399997
82.0,277.1934836333218,-19.18874650239563,,86.75989988719829,458.83834692260416,2.5865773111968275e-06,3.5276949260643855,3.5288723182423767
83.0,277.1942118942825,-19.188747475875655,,86.75895458119821,458.8333475779417,2.6664864873104554e-06,3.6366487224974375,3.6379152354691384
84.0,277.19494973355785,-19.188748482743343,,86.75799685527612,458.8282825492883,2.7471998767342244e-06,3.746697115100499,3.7480576476615166
85.0,277.19570965104,-19.188749523600013,,86.75701048524249,458.82306603340623,2.828680216795782e-06,3.857788673650774,3.85924826749203
86.0,277.1964962641587,-19.188750599042244,,86.75598947903323,458.81766634066963,2.910889733516344e-06,3.969871563298995,3.9714354002537187
87.0,277.1973055336013,-19.188751709661553,,86.75493908098666,458.81211120628234,2.9937900900534345e-06,4.082893559471204,4.084566958323735
88.0,277.1981375970553,-19.18875285604413,,86.75385911371964,458.8063996921362,3.0773433682727755e-06,4.196802830675729,4.198591244446646
89.0,277.1990010567834,-19.188754038770576,,86.75273841365862,458.80047275856356,3.1615125088078477e-06,4.311548302066389,4.31345731546552
90.0,277.1998793226611,-19.18875525841564,,86.7515985148602,458.79444429056156,3.2462587456671845e-06,4.427077793136291,4.429113117378131
91.0,277.2007724989051,-19.18875651554799,,86.75043928300501,458.78831357776886,3.3315448816621213e-06,4.5433404896923335,4.545507959993951
92.0,277.2016975343348,-19.188757810729985,,86.74923872214926,458.78196429245213,3.4173354995611356e-06,4.660287114404967,4.662592687677826
93.0,277.202646136898,-19.188759144517473,,86.74800759601281,458.7754533596129,3.503593562433782e-06,4.777867461127636,4.780317210054645
94.0,277.2036360887402,-19.18876051745958,,86.74672282860939,458.7686587396061,3.590284713745334e-06,4.8960335748541395,4.898633686165691
95.0,277.2046159531492,-19.188761930098543,,86.74545117601347,458.76193347856116,3.6773690815426725e-06,5.014733825480445,5.0174905890537635
96.0,277.20563475971676,-19.188763382969533,,86.7441290094316,458.7549410692849,3.7648160827613463e-06,5.133923673298969,5.13684348749317
97.0,277.2066831140241,-19.1887648766005,,86.74276852308019,458.7477460021017,3.852590665065507e-06,5.2535557046311325,5.2566450662981845
98.0,277.2077513941011,-19.188766411512027,,86.74138220559746,458.7404143244152,3.940658307141593e-06,5.373583296076583,5.376848795787645
99.0,277.2088369465883,-19.188767988217204,,86.73997350170825,458.73296425399474,4.02898573284876e-06,5.4939611415764045,5.497409459639974
100.0,277.20996877975386,-19.188769607221513,,86.73850477036763,458.72519672243607,4.117543389850234e-06,5.614647010891212,5.6182849167119855
101.0,277.21111819014345,-19.18877126902269,,86.73701326140625,458.71730872916794,4.206296912953414e-06,5.735595711399884,5.739430051576034
102.0,277.21226698094944,-19.18877297411068,,86.73552258824049,458.70942515608783,4.295213515367724e-06,5.8567636636555225,5.860801357989333
103.0,277.21345256761845,-19.188774722967505,,86.73398420203203,458.70128924784296,4.38426668426883e-06,5.978112171004643,5.9823602155042925
104.0,277.21467188969535,-19.18877651606722,,86.73240207696577,458.6929220223048,4.473426700589775e-06,6.099600763399121,6.104066220121542
105.0,277.21591394862975,-19.18877835387583,,86.73079048663408,458.68439896678404,4.562663744504589e-06,6.221189412816703,6.225879403680316
106.0,277.2171701758446,-19.188780236851237,,86.72916055054732,458.6757788879157,4.6519489476090905e-06,6.342839276299135,6.347760978381484
107.0,277.2184738869313,-19.18878216544321,,86.72746904504473,458.66683319307714,4.741258680333157e-06,6.464515629446366,6.469676277333386
108.0,277.219777142333,-19.188784140093343,,86.72577817169564,458.657890841445,4.830561390749496e-06,6.586178839488291,6.5915857065321015
109.0,277.2211220862506,-19.188786161235008,,86.72403325361189,458.64866266886645,4.919836011990639e-06,6.707796976550641,6.713457385959335
110.0,277.22247510977184,-19.18878822929337,,86.72227789708974,458.6393792915697,5.009053985599045e-06,6.829333539048209,6.835254845402791
111.0,277.22386083876046,-19.18879034468534,,86.72048015556095,458.6298717569559,5.098193964739023e-06,6.950757450254565,6.9569470458795895
112.0,277.2252791946822,-19.18879250781961,,86.71864013417958,458.62014062114287,5.187232669673798e-06,7.07203684786742,7.078502153732696
113.0,277.22670969010505,-19.188794719096627,,86.71678441340282,458.6103264575181,5.276145205720493e-06,7.193139337222219,7.199887793920288
114.0,277.2281562053282,-19.18879697890861,,86.714907960939,458.6004026523074,5.3649102063962895e-06,7.314035425447381,7.321074493728746
115.0,277.2296390000503,-19.188799287639583,,86.71298449819014,458.5902302285355,5.453509044669052e-06,7.434697952718862,7.442035113180301
116.0,277.2311471417171,-19.18880164566538,,86.7110282100202,458.5798842042644,5.541920183968209e-06,7.555098359203285,7.562741101013793
117.0,277.2326831689468,-19.188804053353685,,86.70903580635677,458.5693471796191,5.6301244171128354e-06,7.675210149099856,7.683165968923409
118.0,277.2342392532764,-19.188806511064065,,86.70701744426886,458.558672871268,5.718102001828833e-06,7.7950070030374246,7.803283398327939
119.0,277.23581515375275,-19.188809019148007,,86.70497343853071,458.5478629439259,5.805834825168426e-06,7.914464185971418,7.923068652813954
120.0,277.237419349779,-19.18881157794897,,86.70289279375986,458.5368592474205,5.893306586376096e-06,8.033558641436386,8.042498673138388
121.0,277.2390558414742,-19.188814187802436,,86.70077032530706,458.5256343622196,5.980501158001964e-06,8.152267920134875,8.161551002481412
122.0,277.2406996152087,-19.188816849035945,,86.69863847723869,458.5143598719903,6.067399384002738e-06,8.270568149299246,8.280201748372463
123.0,277.2423834883687,-19.188819561969183,,86.69645469075893,458.50281070031406,6.153990178989548e-06,8.388441087019409,8.398432662619092
124.0,277.2440875231839,-19.18882232691402,,86.69424482647102,458.4911236135596,6.240256358217845e-06,8.505865097808892,8.51622208446922
125.0,277.2458189998068,-19.188825144174594,,86.69199944609696,458.4792486964564,6.326184893863967e-06,8.622821656928503,8.633551468796817
126.0,277.24754937333114,-19.18882801404736,,86.68975556833071,458.46738172604375,6.411758639598555e-06,8.73929014360586,8.750400159457971
127.0,277.2493196072562,-19.188830936821187,,86.68746007581656,458.4552417859109,6.49697030983065e-06,8.855256543108478,8.866754126291248
128.0,277.251125574104,-19.188833912777408,,86.6851183255511,458.4428572070662,6.581807285638786e-06,8.97070394931756,8.98259643030434
129.0,277.2529300569535,-19.188836942189912,,86.68277857796333,458.4304832195814,6.666252981512787e-06,9.085613486900668,9.097908148181478
130.0,277.2547632815827,-19.188840025325224,,86.68040164316895,458.4179125638613,6.750300548411294e-06,9.199972703572794,9.21267680084715
131.0,277.2566330867166,-19.188843162442584,,86.67797736190744,458.4050915116476,6.833940716928222e-06,9.313768059818882,9.326888811943435
132.0,277.25852315112564,-19.188846353794023,,86.67552689916423,458.3921319960678,6.917161405973366e-06,9.426984731399994,9.440529308642693
133.0,277.26043598413844,-19.18884959962446,,86.67304700453624,458.37901682704245,6.999953663302001e-06,9.539610205321463,9.553585733987616
134.0,277.2623673608036,-19.188852900171792,,86.67054315831388,458.36577498763137,7.082308106861292e-06,9.651632109737426,9.666045667202539
135.0,277.2643213730006,-19.188856255666966,,86.66801005863361,458.35237843840304,7.164217037274112e-06,9.763039467621272,9.777898083560146
136.0,277.2662854095846,-19.188859666334086,,86.66546405635104,458.3389136524811,7.245670846023287e-06,9.873820553445992,9.889131200648581
137.0,277.2682841612859,-19.188863132390495,,86.66287314778126,458.32521137519933,7.326665785901435e-06,9.983967466772386,9.999737075403804
138.0,277.270309233847,-19.18886665404687,,86.66024821848569,458.3113291759307,7.407193817101224e-06,10.093470126458012,10.109705568089183
139.0,277.27235631793764,-19.188870231507313,,86.65759485780845,458.2972966144763,7.48724791715616e-06,10.202319408557027,10.219027496007328
140.0,277.27442534639897,-19.188873864969448,,86.65491315604142,458.28311416835413,7.566822111417851e-06,10.31050714362779,10.327694631198355
141.0,277.276497131283,-19.188877554624508,,86.65222798483336,458.2689133737484,7.645907984487275e-06,10.418024099624631,10.435697672183812
142.0,277.2786122500815,-19.188881300657446,,86.64948675651588,458.2544161155523,7.724506454198274e-06,10.52486671684247,10.543033017568922
143.0,277.28073804157697,-19.188885103247003,,86.6467318046534,458.2398462790255,7.802607888898663e-06,10.631025703752744,10.6496912970092
144.0,277.2828975674712,-19.188888962565827,,86.64393324549596,458.22504582098867,7.880211408342593e-06,10.736497061473253,10.7556684593355
145.0,277.2850701379419,-19.188892878780557,,86.64111789489564,458.2101565597386,7.957309876927868e-06,10.841273543172138,10.860957181895547
146.0,277.2872529932067,-19.188896852051915,,86.63828933097089,458.1951974185099,8.033899204215998e-06,10.945349923551325,10.965552171389646
147.0,277.289478488973,-19.188900882534824,,86.63540563108198,458.17994668525904,8.109981076698732e-06,11.048724458189882,11.069451633860801
148.0,277.291713988525,-19.188904970378463,,86.63250908865542,458.1646280329725,8.185547492094982e-06,11.151390278717761,11.172648615024299
149.0,277.2939743054977,-19.188909115726396,,86.62958051243541,458.14913996678786,8.260598090972804e-06,11.253345022246098,11.275140691306538
150.0,277.296240114487,-19.188913318716654,,86.62664494381058,458.13361492057584,8.335127492777624e-06,11.354583817793605,11.37692291080771
151.0,277.2985441447496,-19.188917579481824,,86.62365998253469,458.11782865642334,8.409138790921654e-06,11.455106660311804,11.47799521737379
152.0,277.30085342373894,-19.188921898149154,,86.62066834941997,458.1020071075887,8.48262501410827e-06,11.554908302578614,11.57835227327408
153.0,277.303191016514,-19.188926274840636,,86.61764016685848,458.08599226337503,8.555588320190555e-06,11.653988671934641,11.677993948344573
154.0,277.3055567917485,-19.188930709673098,,86.61457560973038,458.0697850486533,8.628027475073196e-06,11.752346066465732,11.776918469015094
155.0,277.307926023537,-19.188935202758305,,86.61150670994478,458.05355486735607,8.699937526242751e-06,11.849977029260254,11.875122290405852
156.0,277.3103313540616,-19.188939754203048,,86.608391189005,458.03707812545485,8.771322992312864e-06,11.946883336016377,11.972607136613183
157.0,277.3127586317546,-19.18894436410922,,86.60524738184445,458.02045178906604,8.842181099046942e-06,12.043063082205231,12.069371021368246
158.0,277.31518392105187,-19.188949032573923,,86.60210629151071,458.0038398208855,8.912507652941287e-06,12.138513841568864,12.165411429151208
159.0,277.3176313009478,-19.188953759689554,,86.59893673407963,457.9870773016336,8.982306495979488e-06,12.23323757022854,12.260730258886742
160.0,277.3201099228163,-19.188958545543883,,86.59572686247678,457.97010157688055,9.051579280367549e-06,12.327235227077999,12.355328402768798
161.0,277.32261160341085,-19.188963390220152,,86.59248727903133,457.9529687180972,9.120325007280975e-06,12.420506566211737,12.449205536153109
162.0,277.3251130423735,-19.18896829379715,,86.58924815888456,457.93583830951485,9.188540328147187e-06,12.513050324506548,12.542360305796851
163.0,277.3276467239718,-19.188973256349307,,86.58596744095956,457.91848790695127,9.256231328987073e-06,12.604870205662225,12.634796365553157
164.0,277.33019623444267,-19.188978277946774,,86.58266638286237,457.9010299333669,9.323396154651015e-06,12.695966009505973,12.726513430252082
165.0,277.3327535675363,-19.188983358655513,,86.5793553530968,457.88351922362403,9.390034486116513e-06,12.786338476795928,12.817512161457332
166.0,277.3353439177699,-19.188988498537366,,86.57600173559082,457.8657832843865,9.456151749217966e-06,12.875991353007592,12.907796251007285
167.0,277.33796295834384,-19.188993697650155,,86.57261113781846,457.84785177133756,9.521748576638465e-06,12.964926098421556,12.997367083716837
168.0,277.3405811341319,-19.188998956047737,,86.56922182431619,457.82992705027857,9.586821439356668e-06,13.053142262566748,13.086224113558435
169.0,277.34322128035546,-19.189004273780107,,86.5658042361366,457.8118527957805,9.651375817671079e-06,13.140643968466508,13.17437140937751
170.0,277.34588324870913,-19.189009650893475,,86.56235856941304,457.7936300451141,9.715413437574075e-06,13.22743358670917,13.26181127008918
171.0,277.34854629538773,-19.189015087430317,,86.55891167722389,457.7754008134513,9.778932606536404e-06,13.313511946528596,13.348544436432697
172.0,277.35123672216366,-19.189020583429485,,86.55542951881958,457.75698507290724,9.841939814655084e-06,13.398883945800312,13.434575757000236
173.0,277.353953238892,-19.18902613892627,,86.55191376917742,457.7383916817657,9.904436947807628e-06,13.483552333982866,13.519907909962727
174.0,277.35668043582467,-19.189031753952456,,86.54838437536579,457.7197261320788,9.966423542369438e-06,13.567518841733149,13.604542542801163
175.0,277.3594205162318,-19.189037428536423,,86.54483848833397,457.700973356359,1.0027902266531402e-05,13.650786794296138,13.688482912851661
176.0,277.3621897354715,-19.189043162703204,,86.54125507647089,457.6820221268425,1.0088878340983722e-05,13.733360793550775,13.77173356723197
177.0,277.36495927298654,-19.18904895647455,,86.53767143693334,457.6630696932468,1.0149349213980011e-05,13.815241866958576,13.854295439143753
178.0,277.3677577264597,-19.189054809869024,,86.53405056870106,457.6439203720019,1.0209322443637507e-05,13.896435857336755,13.93617432894986
179.0,277.3705862075062,-19.189060722902035,,86.53039103940523,457.6245665878827,1.0268800883087385e-05,13.976946456884603,14.017373862784451
180.0,277.3733914440033,-19.189066695585932,,86.52676177395634,457.60537285712377,1.0327777854223258e-05,14.056773055825062,14.097893314306358
181.0,277.3762428834813,-19.189072727930068,,86.52307292716776,457.58586402453267,1.038626838238602e-05,14.135925093859862,14.177742121548494
182.0,277.3791062744563,-19.18907881994085,,86.51936881539325,457.5662744615474,1.0444269274488019e-05,14.214403689625057,14.25692130542657
183.0,277.3819691160101,-19.18908497162181,,86.51566561110951,457.5466896979172,1.050178120628098e-05,14.292211823325818,14.335433768648652
184.0,277.3848600631945,-19.189091182973687,,86.51192625065585,457.52691371879166,1.0558812235764412e-05,14.369355855901853,14.413285835331413
185.0,277.3877666153531,-19.189097453994464,,86.50816690781673,457.507032060836,1.0615363160420446e-05,14.445838912517482,14.490480554697541
186.0,277.39068872358524,-19.189103784679435,,86.50438764908787,457.48704507571966,1.067143703884182e-05,14.521665187778314,14.567022058064097
187.0,277.39362401423205,-19.189110175021277,,86.50059154740944,457.46696901499183,1.0727036557473251e-05,14.596838755197759,14.642914353942722
188.0,277.3965871300245,-19.1891166250101,,86.49675967021118,457.4467037518743,1.0782167509454618e-05,14.671365091381617,14.718162872099043
189.0,277.3995508527848,-19.1891231346335,,86.49292721882831,457.42643545212457,1.0836828186883586e-05,14.745246419956821,14.792769746906643
190.0,277.40253113142415,-19.18912970387663,,86.48907357121283,457.4060550539935,1.0891024691646707e-05,14.818488425298085,14.866740618555262
191.0,277.40552725341104,-19.189136332722246,,86.48519965216404,457.3855674483742,1.0944760160686268e-05,14.891095519019402,14.940079838101017
192.0,277.40854788855563,-19.189143021150763,,86.4812942561514,457.3649133737056,1.0998039467201172e-05,14.963072884707355,15.01279253938348
193.0,277.41156831673527,-19.189149769140315,,86.47738934657944,457.34426187162666,1.1050861437102568e-05,15.034423145588452,15.084881260507126
194.0,277.4146164252228,-19.1891565766668,,86.47344887283853,457.3234222849084,1.1103234495562096e-05,15.105153049460297,15.156352721802756
195.0,277.41766202025656,-19.189163443703936,,86.46951187096207,457.30260105949003,1.1155156497708917e-05,15.175264873742528,15.227209110415616
196.0,277.4207280778539,-19.189170370223323,,86.4655486421018,457.28164113006306,1.1206635028886862e-05,15.244765033417924,15.297456810323013
197.0,277.42382262499183,-19.189177356194474,,86.46154881586385,457.2604876517697,1.1257674978002548e-05,15.313658799333508,15.367101046122757
198.0,277.4269249585897,-19.18918440158487,,86.4575391558235,457.2392821664357,1.1308275967914552e-05,15.3819492676121,15.436144835712028
199.0,277.430041187188,-19.18919150636002,,86.45351176930626,457.21798293286827,1.1358442553422044e-05,15.449641608383669,15.504593301923684
200.0,277.4331562773099,-19.1891986704835,,86.44948608685722,457.19669271143465,1.1408175399365515e-05,15.516739403195112,15.572449955186258
201.0,277.43629233392613,-19.18920589391699,,86.44543354406778,457.17526043642334,1.145748203981125e-05,15.583249056994145,15.639721173390779
202.0,277.43944739069144,-19.18921317662035,,86.44135668642116,457.153699569875,1.1506365578535703e-05,15.649175154989956,15.706411487610755
203.0,277.4426220856117,-19.18922051855163,,86.43725469387506,457.1320057749146,1.1554829606121769e-05,15.714522486239758,15.772525636542222
204.0,277.44580187884014,-19.189227919667125,,86.43314635602702,457.1102784221947,1.1602874890180496e-05,15.779294715573917,15.838067216875379
205.0,277.44899073772115,-19.18923537992144,,86.42902654861498,457.0884904115465,1.1650505634848678e-05,15.843496897941584,15.90304123826266
206.0,277.45219678853596,-19.1892428992675,,86.42488477598432,457.0665862356582,1.1697726827425796e-05,15.907134390794043,15.967453018924752
207.0,277.4554094767399,-19.189250477656614,,86.42073467586782,457.0446380190339,1.1744539966827639e-05,15.970211168283859,16.031306471422045
208.0,277.45865174734183,-19.189258115038513,,86.41654661243865,457.02248902966045,1.1790952818891719e-05,16.032733664079505,16.094608010476193
209.0,277.461900490206,-19.189265811361366,,86.41235044139356,457.00029716235497,1.1836964522520194e-05,16.09470492392167,16.1573606057812
210.0,277.4651470045197,-19.18927356657186,,86.40815740143289,456.9781218541003,1.1882576894478501e-05,16.156129059443693,16.219568311140737
